,gvkey,permno,ticker,names.firms,names.firms.1,regexes,done
913,162354,90550,DLB,DOLBY LABORATORIES INC,DOLBY LAB*,,1
914,2812,93056,DOLE,DOLE FOOD CO INC,DOLE FOOD,,1
915,4016,93096,DG,DOLLAR GENERAL CORP,DOLLAR GENERAL,,1
916,31587,81481,DLTR,DOLLAR TREE INC,DOLLAR TREE,,1
917,4029,64936,D,DOMINION ENERGY INC,DOMINION ENERGY,,1
918,176760,91854,UFS,DOMTAR CORP,DOMTAR,,1
924,31657,16783,DOVA,DOVA PHARMACEUTICAL INC,DOVA PHARMA*,,1
929,179700,92618,DPS,DR PEPPER SNAPPLE GROUP INC,DR PEPPER SNAPPLE,DR PEPPER|SNAPPLE,1
930,160912,90374,DWA,DREAMWORKS ANIMATION SKG INC,DREAMWORKS ANIMATION SKG,DREAMWORKS,1
932,33152,17342,DBX,DROPBOX INC,DROPBOX,,1
937,4091,63132,DCO,DUCOMMUN INC,DUCOMMUN,,1
939,4093,27959,DUK,DUKE ENERGY CORP,DUKE ENERGY,,1
940,26335,15837,DLTH,DULUTH HOLDINGS INC,DULUTH,,1
947,112754,88516,DYAX,DYAX CORP,DYAX,,1
949,4124,31051,DYNT,DYNATRONICS CORP,DYNATRONICS,,1
950,141496,90029,DVAX,DYNAVAX TECHNOLOGIES CORP,DYNAVAX TECH*,,1
956,19784,14456,EGRX,EAGLE PHARMACEUTICALS INC,EAGLE PHARMA*,,1
957,62391,83291,ELNK,EARTHLINK HOLDINGS CORP,EARTHLINK,,1
959,4194,11754,KODK,EASTMAN KODAK CO,EASTMAN KODAK,,1
960,4201,31500,EV,EATON VANCE CORP,EATON VANCE,,1
961,114524,86356,EBAY,EBAY INC,EBAY,,1
963,112774,86260,ELON,ECHELON CORP,ECHELON,,1
965,65812,85572,ECTE,ECHO THERAPEUTICS INC,ECHO THERAPEUTICS,,1
966,179202,92469,SATS,ECHOSTAR CORP,ECHOSTAR,,1
967,113270,86323,ECLP,ECLIPSYS CORP,ECLIPSYS,,1
968,4213,70578,ECL,ECOLAB INC,ECOLAB,,1
970,26273,15784,EDGE,EDGE THERAPEUTICS INC,EDGE THERAPEUTICS,,1
971,63667,83965,EDGW,EDGEWATER TECHNOLOGY INC,EDGEWATER TECH*,,1
973,9846,15720,EIX,EDISON INTERNATIONAL,EDISON INTERNATIONAL,,1
974,26874,15937,EDIT,EDITAS MEDICINE INC,EDITAS MEDICINE,,1
977,133366,87657,EW,EDWARDS LIFESCIENCES CORP,EDWARDS LIFESCIENCES,,1
984,16721,75828,EA,ELECTRONIC ARTS INC,ELECTRONIC ARTS,,1
988,61763,82699,RDEN,ELIZABETH ARDEN INC,ELIZABETH ARDEN,,1
991,32858,89411,ELOX,ELOXX PHARMACEUTICALS INC,ELOXX PHARMA*,,1
999,176022,91571,EBS,EMERGENT BIOSOLUTIONS INC,EMERGENT BIOSOLUTIONS,BIOSOLUTIONS,1
1001,4321,22103,EMR,EMERSON ELECTRIC CO,EMERSON ELECTRIC,,1
1002,15337,80297,EMMS,EMMIS COMMUNICATIONS CP-CL A,EMMIS COMMUNICATIONS,,1
1006,4340,32540,ELX,EMULEX CORP,EMULEX,,1
1007,16269,13825,ENTA,ENANTA PHARMACEUTICALS INC,ENANTA PHARMA*,,1
1011,63645,88436,ENDP,ENDO INTERNATIONAL PLC,ENDO INTERNATIONAL,,1
1012,185428,12575,ECYT,ENDOCYTE INC,ENDOCYTE,,1
1014,140736,88727,ENWV,ENDWAVE CORP,ENDWAVE,,1
1015,4351,26470,EGN,ENERGEN CORP,ENERGEN,,1
1021,177256,92038,ENOC,ENERNOC INC,ENERNOC,,1
1022,12413,13502,EGL,ENGILITY HOLDINGS INC,ENGILITY,,1
1024,189517,14960,ENVA,ENOVA INTERNATIONAL INC,ENOVA INTERNATIONAL,,1
1025,187450,13323,ENPH,ENPHASE ENERGY INC,ENPHASE ENERGY,,1
1028,137573,88439,ENTG,ENTEGRIS INC,ENTEGRIS,,1
1029,22667,15176,ENTL,ENTELLUS MEDICAL INC,ENTELLUS MEDICAL,,1
1035,65967,85675,EVHC,ENVISION HEALTHCARE CORP,ENVISION HEALTHCARE,,1
1036,186995,13374,ENVI,ENVIVIO INC,ENVIVIO,,1
1038,4409,33137,ENZN,ENZON PHARMACEUTICALS INC,ENZON PHARMA*,,1
1039,187697,13210,EPAM,EPAM SYSTEMS INC,EPAM SYSTEMS,,1
1040,25859,78008,EPIC,EPICOR SOFTWARE CORP -OLD,EPICOR SOFTWARE CORP -OLD,EPICOR SOFTWARE,1
1041,64346,84531,EPIQ,EPIQ SYSTEMS INC,EPIQ SYSTEMS,,1
1042,17808,13924,EPZM,EPIZYME INC,EPIZYME,,1
1046,4423,52476,EFX,EQUIFAX INC,EQUIFAX,,1
1047,138743,89617,EQIX,EQUINIX INC,EQUINIX,,1
1049,23224,76478,ESE,ESCO TECHNOLOGIES INC,ESCO TECH*,,1
1050,18162,13954,ESPR,ESPERION THERAPEUTICS INC,ESPERION THERAPEUTICS,,1
1052,4460,50788,ESL,ESTERLINE TECHNOLOGIES CORP,ESTERLINE TECH*,,1
1053,23252,79037,ETH,ETHAN ALLEN INTERIORS INC,ETHAN ALLEN INTERIORS,ETHAN ALLEN,1
1062,140904,88799,ESLRQ,EVERGREEN SOLAR INC,EVERGREEN SOLAR,,1
1065,7970,44206,ES,EVERSOURCE ENERGY,EVERSOURCE ENERGY,,1
1066,28087,16392,MRAM,EVERSPIN TECHNOLOGIES INC,EVERSPIN TECH*,,1
1070,18173,14158,EVOK,EVOKE PHARMA INC,EVOKE PHARMA,,1
1071,23818,15452,EVH,EVOLENT HEALTH INC,EVOLENT HEALTH,,1
1072,32919,17317,EOLS,EVOLUS INC,EVOLUS,,1
1080,185584,12330,EXAM,EXAMWORKS GROUP INC,EXAMWORKS,,1
1082,189490,13018,XLS,EXELIS INC,EXELIS,,1
1083,133885,88159,EXEL,EXELIXIS INC,EXELIXIS,,1
1084,8539,21776,EXC,EXELON CORP,EXELON,,1
1085,13634,90196,XIDEQ,EXIDE TECHNOLOGIES,EXIDE TECH*,,1
1087,17012,13799,XONE,EXONE CO,EXONE,,1
1088,126296,90808,EXPE,EXPEDIA GROUP INC,EXPEDIA,,1
1093,4503,11850,XOM,EXXON MOBIL CORP,EXXON MOBIL,EXXON,1
1094,32861,17263,EYEN,EYENOVIA INC,EYENOVIA,,1
1097,121077,86964,FFIV,F5 NETWORKS INC,F5 NETWORKS,F5,1
1098,170617,13407,FB,FACEBOOK INC,FACEBOOK,,1
1101,65643,87139,FCS,FAIRCHILD SEMICONDUCTOR INTL,FAIRCHILD SEMICONDUCTOR,,1
1106,4560,53866,FDO,FAMILY DOLLAR STORES,FAMILY DOLLAR STORES,FAMILY DOLLAR,1
1111,18562,14245,FATE,FATE THERAPEUTICS INC,FATE THERAPEUTICS,,1
1119,4598,60628,FDX,FEDEX CORP,FEDEX,,1
1125,21132,13896,FCSC,FIBROCELL SCIENCE INC,FIBROCELL SCIENCE,,1
1126,21901,15065,FGEN,FIBROGEN INC,FIBROGEN,,1
1134,126417,87390,FNSR,FINISAR CORP,FINISAR,,1
1159,23856,15390,FIT,FITBIT INC,FITBIT,,1
1164,19908,14596,FIVN,FIVE9 INC,FIVE9,,1
1166,184700,12449,FLT,FLEETCOR TECHNOLOGIES INC,FLEETCOR TECH*,,1
1167,22673,15177,FLKS,FLEX PHARMA INC,FLEX PHARMA,,1
1168,19511,14457,FLXN,FLEXION THERAPEUTICS INC,FLEXION THERAPEUTICS,,1
1170,28477,79265,FLIR,FLIR SYSTEMS INC,FLIR SYSTEMS,,1
1176,179840,12577,FLDM,FLUIDIGM CORP,FLUIDIGM,,1
1180,11584,15456,FL,FOOT LOCKER INC,FOOT LOCKER,,1
1182,32557,16984,FSCT,FORESCOUT TECH INC,FORESCOUT TECH,,1
1183,4843,45241,FRX,FOREST LABORATORIES  -CL A,FOREST LAB*,,1
1187,23093,16384,FRTA,FORTERRA INC,FORTERRA,,1
1188,183377,93132,FTNT,FORTINET INC,FORTINET,,1
1189,26590,16087,FTV,FORTIVE CORP,FORTIVE,,1
1190,196269,13159,FBIO,FORTRESS BIOTECH INC,FORTRESS BIOTECH,,1
1193,188255,12981,FBHS,FORTUNE BRANDS HOME & SECUR,FORTUNE BRANDS HOME & SECUR,FORTUNE BRANDS,1
1212,21798,15067,FRPT,FRESHPET INC,FRESHPET,,1
1223,32528,17043,FNKO,FUNKO INC,FUNKO,,1
1224,6331,42067,FRM,FURMANITE CORP,FURMANITE,,1
1230,31294,16705,GTHX,G1 THERAPEUTICS INC,G1 THERAPEUTICS,,1
1233,179605,92594,GALE,GALENA BIOPHARMA INC,GALENA BIOPHARMA,,1
1234,145049,89301,GME,GAMESTOP CORP,GAMESTOP,,1
1243,127282,87498,GKNT,GEEKNET INC,GEEKNET,,1
1245,27201,16255,GEMP,GEMPHIRE THERAPEUTICS INC,GEMPHIRE THERAPEUTICS,,1
1252,5047,12060,GE,GENERAL ELECTRIC CO,GENERAL ELECTRIC,,1
1254,5071,17144,GIS,GENERAL MILLS INC,GENERAL MILLS,,1
1255,5073,12079,GM,GENERAL MOTORS CO,GENERAL MOTORS,,1
1257,5109,21055,GCO,GENESCO INC,GENESCO,,1
1260,14863,12022,GLYT,GENLYTE GROUP INC,GENLYTE,,1
1261,184542,93393,GNMK,GENMARK DIAGNOSTICS INC,GENMARK DIAGNOSTICS,GENMARK,1
1263,164609,90900,GHDX,GENOMIC HEALTH INC,GENOMIC HEALTH,,1
1264,5116,38659,GNTX,GENTEX CORP,GENTEX,,1
1265,28408,79248,THRM,GENTHERM INC,GENTHERM,,1
1266,130200,87771,GTIV,GENTIVA HEALTH SERVICES INC,GENTIVA HEALTH SERVICES,GENTIVA HEALTH,1
1268,111965,88836,GNVC,GENVEC INC,GENVEC,,1
1269,158354,90162,GNW,GENWORTH FINANCIAL INC,GENWORTH FINANCIAL,,1
1271,114748,91465,GEOY,GEOEYE INC,GEOEYE,,1
1272,166564,91401,GMET,GEOMET INC,GEOMET,,1
1273,65896,85567,GEOS,GEOSPACE TECHNOLOGIES CORP,GEOSPACE TECH*,GEOSPACE,1
1274,5142,47888,GRB,GERBER SCIENTIFIC INC,GERBER SCIENTIFIC,,1
1275,63405,83756,GERN,GERON CORP,GERON,,1
1276,63196,85824,GYI,GETTY IMAGES INC,GETTY IMAGES,,1
1280,12803,13992,GIMO,GIGAMON INC,GIGAMON,,1
1282,24856,77274,GILD,GILEAD SCIENCES INC,GILEAD SCIENCES,,1
1283,5179,57154,GLT,GLATFELTER CORP,GLATFELTER,,1
1284,23990,15454,GKOS,GLAUKOS CORP,GLAUKOS,,1
1291,147340,92174,GSB,GLOBALSCAPE INC,GLOBALSCAPE,,1
1292,175523,91612,GSAT,GLOBALSTAR INC,GLOBALSTAR,,1
1297,18878,14431,GLYC,GLYCOMIMETICS INC,GLYCOMIMETICS,,1
1299,23071,15315,GDDY,GODADDY INC,GODADDY,,1
1302,117036,86578,GDEN,GOLDEN ENTERTAINMENT INC,GOLDEN ENTERTAINMENT,,1
1303,114628,86868,GS,GOLDMAN SACHS GROUP INC,GOLDMAN SACHS,,1
1307,8387,57509,GDP,GOODRICH PETROLEUM CORP,GOODRICH PETROLEUM,,1
1308,5234,16432,GT,GOODYEAR TIRE & RUBBER CO,GOODYEAR TIRE & RUBBER,GOODYEAR,1
1326,30463,80719,GBX,GREENBRIER COS INC (THE),GREENBRIER,,1
1333,187363,13108,GRPN,GROUPON INC,GROUPON,,1
1334,19906,14567,GRUB,GRUBHUB INC,GRUBHUB,,1
1344,190455,13181,GWRE,GUIDEWIRE SOFTWARE INC,GUIDEWIRE SOFTWARE,,1
1350,24021,76837,HAE,HAEMONETICS CORP,HAEMONETICS,,1
1352,5439,23819,HAL,HALLIBURTON CO,HALLIBURTON,,1
1353,151630,90436,HALO,HALOZYME THERAPEUTICS INC,HALOZYME THERAPEUTICS,,1
1355,175319,91416,HBI,HANESBRANDS INC,HANESBRANDS,,1
1357,175978,91613,HNSN,HANSEN MEDICAL INC,HANSEN MEDICAL,,1
1358,156859,91737,HRBN,HARBIN ELECTRIC INC,HARBIN ELECTRIC,,1
1359,18654,81620,HDNG,HARDINGE INC,HARDINGE,,1
1360,12389,70033,HOG,HARLEY-DAVIDSON INC,HARLEY-DAVIDSON,,1
1366,141469,88839,HBIO,HARVARD BIOSCIENCE INC,HARVARD BIOSCIENCE,,1
1368,5518,52978,HAS,HASBRO INC,HASBRO,,1
1373,63952,12877,HCHC,HC2 HOLDINGS INC,HC2,,1
1383,2589,87451,HTRN,HEALTHTRONICS INC,HEALTHTRONICS,,1
1388,5560,32651,HL,HECLA MINING CO,HECLA MINING,HECLA,1
1389,176235,91667,HLYS,HEELYS INC,HEELYS,,1
1393,17687,13876,HMTV,HEMISPHERE MEDIA GROUP INC,HEMISPHERE MEDIA,,1
1394,61494,82581,HSIC,HENRY SCHEIN INC,HENRY SCHEIN,,1
1398,5597,16600,HSY,HERSHEY CO,HERSHEY,,1
1399,65011,85187,HSKA,HESKA CORP,HESKA,,1
1401,147658,89431,HEW,HEWITT ASSOCIATES INC,HEWITT ASSOCIATES,,1
1410,179657,92597,HI,HILLENBRAND INC,HILLENBRAND,,1
1417,5667,32803,HFC,HOLLYFRONTIER CORP,HOLLYFRONTIER,,1
1418,20904,76095,HOLX,HOLOGIC INC,HOLOGIC,,1
1420,5680,66181,HD,HOME DEPOT INC,HOME DEPOT,,1
1423,1300,10145,HON,HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL,HONEYWELL,1
1429,5709,32870,HRL,HORMEL FOODS CORP,HORMEL FOODS,,1
1431,22178,15128,HDP,HORTONWORKS INC,HORTONWORKS,,1
1432,160255,90110,HSP,HOSPIRA INC,HOSPIRA,,1
1433,25424,15785,TWNK,HOSTESS BRANDS INC,HOSTESS BRANDS,,1
1436,25219,15623,HLI,HOULIHAN LOKEY INC,HOULIHAN LOKEY,,1
1439,185797,12373,HHC,HOWARD HUGHES CORP,HOWARD HUGHES,,1
1445,5764,32942,HUBB,HUBBELL INC,HUBBELL,,1
1446,21847,14970,HUBS,HUBSPOT INC,HUBSPOT,,1
1448,30899,81084,HDSN,HUDSON TECHNOLOGIES INC,HUDSON TECH*,,1
1449,166208,91467,HUGH,HUGHES COMMUNICATIONS INC,HUGHES COMMUNICATIONS,,1
1450,27914,48653,HUM,HUMANA INC,HUMANA,,1
1456,5791,88795,HTCH,HUTCHINSON TECHNOLOGY INC,HUTCHINSON TECH*,,1
1457,183366,93098,H,HYATT HOTELS CORP,HYATT HOTELS,HYATT,1
1458,65527,85611,HYC,HYPERCOM CORP,HYPERCOM,,1
1462,62712,83386,ITWO,I2 TECHNOLOGIES INC,I2 TECH*,,1
1468,20204,76215,ICON,ICONIX BRAND GROUP INC,ICONIX BRAND,ICONIX,1
1470,178805,92435,ICXT,ICX TECHNOLOGIES INC,ICX TECH*,,1
1473,24658,13412,IDEX,IDEANOMICS INC,IDEANOMICS,,1
1474,148169,90280,IDIX,IDENIX PHARMACEUTICALS INC,IDENIX PHARMA*,,1
1477,24197,76709,IDXX,IDEXX LABS INC,IDEXX LABS,,1
1482,19116,14552,RXDX,IGNYTA INC,IGNYTA,,1
1493,17101,75860,IMGN,IMMUNOGEN INC,IMMUNOGEN,,1
1496,61745,82702,IPXL,IMPAX LABORATORIES INC,IMPAX LAB*,,1
1498,187490,13080,IMPV,IMPERVA INC,IMPERVA,,1
1499,27387,16182,PI,IMPINJ INC,IMPINJ,,1
1500,20884,14723,IMPR,IMPRIVATA INC,IMPRIVATA,,1
1510,177257,92095,INFN,INFINERA CORP,INFINERA,,1
1511,175533,88434,INFI,INFINITY PHARMACEUTICALS INC,INFINITY PHARMA*,,1
1513,170444,13342,BLOX,INFOBLOX INC,INFOBLOX,,1
1516,174428,12452,INFU,INFUSYSTEM HOLDINGS INC,INFUSYSTEM,,1
1517,30098,80446,IR,INGERSOLL RAND INC,INGERSOLL RAND,,1
1518,12972,11701,IMKTA,INGLES MARKETS INC  -CL A,INGLES MARKETS,,1
1519,63919,84168,IM,INGRAM MICRO INC,INGRAM MICRO,,1
1520,66016,85645,INGR,INGREDION INC,INGREDION,,1
1522,28717,79499,INOD,INNODATA INC,INNODATA,,1
1523,174567,91614,IPHS,INNOPHOS HOLDINGS INC,INNOPHOS,,1
1524,110566,86026,IOSP,INNOSPEC INC,INNOSPEC,,1
1525,140529,88746,INNI,INNOVARO INC,INNOVARO,,1
1526,19274,14459,INGN,INOGEN INC,INOGEN,,1
1527,22708,15220,INOV,INOVALON HOLDINGS INC,INOVALON,,1
1528,66697,86444,INO,INOVIO PHARMACEUTICALS INC,INOVIO PHARMA*,,1
1529,185112,12374,IPHI,INPHI CORP,INPHI,,1
1530,148396,14610,INPX,INPIXON,INPIXON,,1
1531,141178,88807,INSG,INSEEGO CORP,INSEEGO,,1
1536,138466,88532,ISPH,INSPIRE PHARMACEUTICALS INC,INSPIRE PHARMA*,,1
1540,177227,92050,PODD,INSULET CORP,INSULET,,1
1542,61181,82179,IART,INTEGRA LIFESCIENCES HOLDNGS,INTEGRA LIFESCIENCES HOLDNGS,INTEGRA LIFESCIENCES,1
1547,178767,92454,IQNT,INTELIQUENT INC,INTELIQUENT,,1
1548,27155,16064,NTLA,INTELLIA THERAPEUTICS INC,INTELLIA THERAPEUTICS,,1
1549,126020,87439,IDN,INTELLICHECK INC,INTELLICHECK,,1
1551,14309,11884,IPAR,INTER PARFUMS INC,INTER PARFUMS,,1
1552,176701,92043,IBKR,INTERACTIVE BROKERS GROUP,INTERACTIVE BROKERS,,1
1566,110728,86083,IDXG,INTERPACE BIOSCIENCES INC,INTERPACE BIOSCIENCES,,1
1570,130762,87612,ISIL,INTERSIL CORP  -CL A,INTERSIL,,1
1572,61587,82587,IVAC,INTEVAC INC,INTEVAC,,1
1581,179843,92621,IPI,INTREPID POTASH INC,INTREPID POTASH,,1
1582,9590,41574,IIN,INTRICON CORP,INTRICON,,1
1584,136725,88352,ISRG,INTUITIVE SURGICAL INC,INTUITIVE SURGICAL,,1
1585,23226,90608,INUV,INUVO INC,INUVO,,1
1586,6158,45728,IVC,INVACARE CORP,INVACARE,,1
1587,185180,13081,INVN,INVENSENSE INC,INVENSENSE,,1
1588,64102,84325,SNAK,INVENTURE FOODS INC,INVENTURE FOODS,,1
1589,30146,46392,ITG,INVESTMENT TECHNOLOGY GP INC,INVESTMENT TECH*,,1
1591,22867,15198,NVTA,INVITAE CORP,INVITAE,,1
1592,23704,15428,IVTY,INVUITY INC,INVUITY,,1
1594,24040,76661,IONS,IONIS PHARMACEUTICALS INC,IONIS PHARMA*,,1
1601,20945,14807,IRMD,IRADIMED CORP,IRADIMED,,1
1602,28367,16386,IRTC,IRHYTHM TECHNOLOGIES INC,IRHYTHM TECH*,,1
1603,62168,83145,IRIX,IRIDEX CORP,IRIDEX,,1
1604,183640,92596,IRDM,IRIDIUM COMMUNICATIONS INC,IRIDIUM COMMUNICATIONS,,1
1607,184256,93264,IRWD,IRONWOOD PHARMACEUTICALS INC,IRONWOOD PHARMA*,,1
1611,8087,67029,ITI,ITERIS INC,ITERIS,,1
1612,29133,79839,ITRI,ITRON INC,ITRON,,1
1619,122172,87075,JCOM,J2 GLOBAL INC,J2 GLOBAL,,1
1620,28195,79094,JBL,JABIL INC,JABIL,,1
1626,137232,88313,JNS,JANUS CAPITAL GROUP INC,JANUS CAPITAL,,1
1628,177287,92096,JAZZ,JAZZ PHARMACEUTICALS PLC,JAZZ PHARMA*,,1
1632,147305,89353,JBLU,JETBLUE AIRWAYS CORP,JETBLUE AIRWAYS,JETBLUE AIR*,1
1633,187969,13160,JIVE,JIVE SOFTWARE INC,JIVE SOFTWARE,,1
1645,29684,16570,JNCE,JOUNCE THERAPEUTICS INC,JOUNCE THERAPEUTICS,,1
1648,2968,47896,JPM,JPMORGAN CHASE & CO,JPMORGAN CHASE,JPMORGAN,1
1649,121718,86979,JNPR,JUNIPER NETWORKS INC,JUNIPER NETWORKS,,1
1650,14597,12149,JNP,JUNIPER PHARMACEUTICALS INC,JUNIPER PHARMA*,,1
1651,22230,15134,JUNO,JUNO THERAPEUTICS INC,JUNO THERAPEUTICS,,1
1653,178976,92493,LRN,K12 INC,K12,,1
1654,20003,14658,KTWO,K2M GROUP HOLDINGS INC,K2M,,1
1656,24293,91403,KALU,KAISER ALUMINUM CORP,KAISER ALUMINUM,,1
1657,32018,16824,KALA,KALA PHARMECUTICAL INC,KALA PHARMECUTICAL,KALA PHARM*,1
1658,176169,92589,KNDI,KANDI TECHNOLOGIES GROUP,KANDI TECH*,,1
1662,18930,14316,KPTI,KARYOPHARM THERAPEUTICS INC,KARYOPHARM THERAPEUTICS,,1
1663,6768,49905,KATE,KATE SPADE & CO,KATE SPADE,,1
1670,6379,47379,KELYA,KELLY SERVICES INC  -CL A,KELLY SERVICES,,1
1671,25848,78001,KEM,KEMET CORP,KEMET,,1
1674,6386,44134,KMT,KENNAMETAL INC,KENNAMETAL,,1
1675,138126,88451,KERX,KERYX BIOPHARMACEUTICALS INC,KERYX BIOPHARMA*,,1
1680,20232,14939,KEYS,KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TECH*,,1
1683,6433,47715,KBAL,KIMBALL INTERNATIONAL  -CL B,KIMBALL INTERNATIONAL,,1
1684,6435,17750,KMB,KIMBERLY-CLARK CORP,KIMBERLY-CLARK,,1
1687,19143,14352,KIN,KINDRED BIOSCIENCES INC,KINDRED BIOSCIENCES,,1
1688,17239,89207,KND,KINDRED HEALTHCARE INC,KINDRED HEALTHCARE,,1
1689,112033,86176,KG,KING PHARMACEUTICALS INC,KING PHARMA*,,1
1692,20643,14695,KITE,KITE PHARMA INC,KITE PHARMA,,1
1704,118267,86594,KFY,KORN FERRY,KORN FERRY,,1
1705,186276,12788,KOS,KOSMOS ENERGY LTD,KOSMOS ENERGY,,1
1712,26081,15847,KURA,KURA ONCOLOGY INC,KURA ONCOLOGY,,1
1714,5241,13644,KYTH,KYTHERA BIOPHARMA INC,KYTHERA BIOPHARMA,,1
1716,110685,86021,LLL,L3 TECHNOLOGIES INC,L3 TECH*,,1
1717,30281,80640,LJPC,LA JOLLA PHARMACEUTICAL CO,LA JOLLA PHARMA*,JOLLA PHARMA*,1
1719,123097,87140,LAB,LABRANCHE & CO INC,LABRANCHE,,1
1723,63422,83879,LAMR,LAMAR ADVERTISING CO  -CL A,LAMAR ADVERTISING,,1
1724,28790,16431,LW,LAMB WESTON HOLDINGS INC,LAMB WESTON,,1
1725,6573,48523,LANC,LANCASTER COLONY CORP,LANCASTER COLONY,,1
1732,21004,15429,LNTH,LANTHEUS HOLDINGS INC,LANTHEUS,,1
1733,138467,88542,LTRX,LANTRONIX INC,LANTRONIX,,1
1734,187961,13124,LPI,LAREDO PETROLEUM INC,LAREDO PETROLEUM,,1
1736,16597,75854,LSCC,LATTICE SEMICONDUCTOR CORP,LATTICE SEMICONDUCTOR,,1
1738,26305,16591,LAUR,LAUREATE EDUCATION INC,LAUREATE EDUCATION,,1
1739,6617,48961,LAWS,LAWSON PRODUCTS,LAWSON PRODUCTS,,1
1740,144135,89271,LWSN,LAWSON SOFTWARE INC,LAWSON SOFTWARE,,1
1741,25680,77862,LAYN,LAYNE CHRISTENSEN CO,LAYNE CHRISTENSEN,LAY?NE CHRISTENSEN,1
1743,61900,82825,LCAV,LCA VISION INC,LCA VISION,,1
1747,148410,89471,LF,LEAPFROG ENTERPRISES INC,LEAPFROG ENTERPRISES,,1
1749,61662,82720,LTRE,LEARNING TREE INTL INC,LEARNING TREE,,1
1751,6653,65330,LM,LEGG MASON INC,LEGG MASON,,1
1753,174390,91503,LMAT,LEMAITRE VASCULAR INC,LEMAITRE VASCULAR,,1
1754,19647,15092,LC,LENDINGCLUB CORP,LENDINGCLUB,,1
1755,180423,92775,TREE,LENDINGTREE INC,LENDINGTREE,,1
1756,122380,87034,LII,LENNOX INTERNATIONAL INC,LENNOX INTERNATIONAL,,1
1758,133868,88173,LXRX,LEXICON PHARMACEUTICALS INC,LEXICON PHARMA*,,1
1759,61552,82643,LXK,LEXMARK INTL INC  -CL A,LEXMARK,,1
1764,120297,86899,LPNT,LIFEPOINT HEALTH INC,LIFEPOINT HEALTH,,1
1765,24099,76686,LCUT,LIFETIME BRANDS INC,LIFETIME BRANDS,,1
1768,25937,78081,LGND,LIGAND PHARMACEUTICAL INC,LIGAND PHARMA*,,1
1769,62217,83149,LPTH,LIGHTPATH TECHNOLOGIES INC,LIGHTPATH TECH*,,1
1773,177315,92097,LLNW,LIMELIGHT NETWORKS INC,LIMELIGHT NETWORKS,,1
1774,29962,93397,LMNR,LIMONEIRA CO,LIMONEIRA,,1
1777,24351,14045,LIND,LINDBLAD EXPEDITIONS HLDGS,LINDBLAD EXPEDITIONS,LINDBLAD,1
1780,186342,12742,LNKD,LINKEDIN CORP,LINKEDIN,,1
1781,123016,87172,LIOX,LIONBRIDGE TECHNOLOGIES INC,LIONBRIDGE TECH*,,1
1782,147898,13759,LPDX,LIPOSCIENCE INC,LIPOSCIENCE,,1
1785,64175,84319,LAD,LITHIA MOTORS INC  -CL A,LITHIA MOTORS,,1
1787,27810,78881,LIVN,LIVANOVA PLC,LIVANOVA,,1
1796,6774,21178,LMT,LOCKHEED MARTIN CORP,LOCKHEED MARTIN,,1
1798,179666,92984,LOGM,LOGMEIN INC,LOGMEIN,,1
1799,12789,89659,LOJN,LOJACK CORP,LOJACK,,1
1802,147175,17279,LO,LORILLARD INC,LORILLARD,,1
1804,33425,17891,LOVE,LOVESAC CO (THE),LOVESAC,,1
1806,21016,14871,LOXO,LOXO ONCOLOGY INC,LOXO ONCOLOGY,,1
1812,178015,92203,LULU,LULULEMON ATHLETICA INC,LULULEMON ATHLETICA,ATHLETICA|LULULEMON,1
1813,178806,92400,LL,LUMBER LIQUIDATORS HLDGS INC,LUMBER LIQUIDATORS,,1
1814,23249,15490,LITE,LUMENTUM HOLDINGS INC,LUMENTUM,,1
1815,133504,87789,LMNX,LUMINEX CORP,LUMINEX,,1
1818,6845,59774,LDL,LYDALL INC,LYDALL,,1
1825,18658,14257,MGNX,MACROGENICS INC,MACROGENICS,,1
1826,4611,77462,M,MACY'S INC,MACY'S,,1
1827,29382,80034,SHOO,MADDEN STEVEN LTD,MADDEN STEVEN,,1
1828,2940,90011,MGLN,MAGELLAN HEALTH INC,MAGELLAN HEALTH,,1
1832,163879,90789,MFB,MAIDENFORM BRANDS INC,MAIDENFORM BRANDS,,1
1833,24937,15394,MJCO,MAJESCO,MAJESCO,,1
1834,179380,92558,MAKO,MAKO SURGICAL CORP,MAKO SURGICAL,,1
1835,19391,14434,MBUU,MALIBU BOATS INC,MALIBU BOATS,,1
1836,109826,85992,MANH,MANHATTAN ASSOCIATES INC,MANHATTAN ASSOCIATES,,1
1838,6994,51263,MTW,MANITOWOC CO,MANITOWOC,,1
1839,112968,86728,MTEX,MANNATECH INC,MANNATECH,,1
1844,7017,15069,MRO,MARATHON OIL CORP,MARATHON OIL,,1
1846,186989,12872,MPC,MARATHON PETROLEUM CORP,MARATHON PETROLEUM,,1
1847,157755,90088,MCHX,MARCHEX INC,MARCHEX,,1
1850,17376,13812,MRIN,MARIN SOFTWARE INC,MARIN SOFTWARE,,1
1852,111103,86128,HZO,MARINEMAX INC,MARINEMAX,,1
1860,29278,79847,MATK,MARTEK BIOSCIENCES CORP,MARTEK BIOSCIENCES,,1
1863,31554,81293,MVL,MARVEL ENTERTAINMENT INC,MARVEL ENTERTAINMENT,,1
1866,180822,92797,MHH,MASTECH DIGITAL INC,MASTECH DIGITAL,,1
1867,160225,91233,MA,MASTERCARD INC,MASTERCARD,,1
